names	artist_id
Jack Orsen & Taktlo$$	AR6BIWA1187B9ABAE8
Markus	AR6BUE51187B9B5D71
Earl Hooker	AR6BUYW1187B98E221
Pedro Laza Y Sus Pelayeros	AR6BYC41187B996DD0
Tora Tora	AR6C6VO1187FB4E267
Nelson Ned	AR6C8EJ1187FB3F473
He Is Legend	AR6CFZ71187B99AE5B
Daniel Johnston	AR6CLFP1187B9ACB94
Rhinoceros	AR6D5OM1187B993D9E
Beaver Harris	AR6DD3C1187FB3D775
David Evans	AR6DGPH1187B998587
Ben Jelen	AR6ET9I1187FB53C65
Cocoa Tea	AR6EVQA1187B9AA1DF
Aesop Rock	AR6F6I21187FB5A3AA
Jawoll	AR6FCPE1187B992B06
Midge Ure	AR6FS351187B9892B7
KMD	AR6G29T1187B9A99F9
Queens Of The Stone Age	AR6G4V01187B9AD086
Unearth	AR6G6G01187B9B1637
KALIMBA	AR6GJDZ1187B991E46
Sheek Louch	AR6GR981187FB5184A
Ned Miller	AR6GSIE1187B98C3C7
Seatrain	AR6HA5Z1187B99C04E
Roy Buchanan	AR6HAZT1187FB4A3AA
Russ Morgan	AR6HEHH1187B9985F9
Kill The Client	AR6HFW21187B9A8922
Stimulator	AR6HLKR1187B9A735A
Patty Griffin	AR6I54S1187FB48C6B
Alberto Cortez	AR6IJ6U1187B99FC7C
Bobby Pulido	AR6IJJ41187B98C872
Ec8or	AR6IRG41187B9A4D98
Matisyahu	AR6J3X81187FB59A7B
Eiffel 65	AR6JVK31187FB58FE3
Hubert Kah	AR6KB411187FB40C09
Roy Brown	AR6KK741187B98C9E9
Justo Almario	AR6KNZ01187B9A35D1
Paul Cantelon	AR6L0X71187FB49709
Mirah	AR6LOPL1187FB4DABE
Stefon Harris	AR6MIU31187B994603
Event Horizon	AR6MUJ91187B99DAAA
Los Hispanos	AR6OPE31187B9B9CB7
32 Leaves	AR6OTKA1187B9B6697
Shakira	AR6PJ8R1187FB5AD70
3 Steps Ahead	AR6PMJQ1187B9B9655
Aimable	AR6PN8Y11C8A421C16
Los Fernandos	AR6Q6PN1187B9A01E1
Danny Wilson	AR6QQY41187B990574
The Frantic	AR6RG8J1187B9A815C
Grace Gale	AR6RXJD1187B9B8B23
Sister Rosetta Tharpe	AR6TD9K1187B9A207D
Barry Mann	AR6TKMQ1187B9ACEDA
Jean Fauque	AR6TSMD1187FB5640F
Pierre Boulez	AR6TZJQ1187B9AD572
Boney James And Rick Braun	AR6U4801187B9A8C45
Eri Esittäjiä	AR6U6C51187B9B6F68
Rachael Starr	AR6U7461187FB59499
Chacho	AR6UQ8H1187B99DA9E
Suzi Quatro	AR6UVLC1187B9B4D4C
Alturas	AR6VWIR1187B98C1E9
Little Feat	AR6W5MS1187FB3BF47
Maurice Larcange	AR6W9T51187B9A8B8E
Christian McBride	AR6WICD1187B998708
Foo Fighters	AR6XPWV1187B9ADAEB
The Beatles	AR6XZ861187FB4CECD
Smartbomb	AR6Y22S1187B99906F
Jimmy Witherspoon	AR6Y8JF1187B9BA1D5
Roberto Torres	AR6YDKV1187B989230
The Ruby Suns	AR6Z6BW1187B9ACD69
Kenny Price	AR6ZYK41187B9996BB
Ann Lee	AR7074B1187FB4C39B
Papp'os Blues	AR70C8A1187B99B56D
Harry Gregson-Williams	AR71A931187B99CDD9
Kelly Sweet	AR71WYS1187FB5170D
Los Morros Del Norte	AR720OJ1187FB37F6C
Hatiras	AR72Q9R1187B98A664
Andy Russell	AR72THZ1187B9974EF
Lexi	AR7358P1187B9B6880
Liam O'Flynn	AR74J3U1187FB5CDDB
Nightwish	AR74Q3R1187B9B24C3
Devanic	AR74W1A1187FB5ACFC
Frankie Randall	AR7537T1187B98FF59
The Jeff Healey Band	AR76DOS1187FB5AE78
Joshua Rifkin	AR76YOD1187FB46B24
Lennie Tristano	AR77B521187FB4CC70
Rance Allen Group	AR77FBJ1187FB49D8D
Sleepy D	AR77MEJ1187B98F8CA
Sam Butera & The Witnesses	AR787QE1187B9B48C6
Johnny Pacheco	AR78WG01187B98E404
Mikey Dread	AR78ZID1187B9B31ED
D.A.R.	AR797VK1187B989DDE
Craig Wedren	AR798FU1187B9B91CF
Martin Lawrence	AR79TB51187B9966E2
Shade Sheist / DJ Vice / DJ Echo / Damizza	AR7AA2D1187B98B415
Solas	AR7AE0Q1187B9AE30E
Little Milton	AR7AOEJ1187FB3D279
Defari	AR7AYQG1187B994B3F
Michael Convertino	AR7B2HD1187B9A5161
Wanda De Sah	AR7BHGD1187FB4E15F
Robben Ford	AR7BMMV1187FB5B2D7
Abracadabra	AR7BODP1187B9B7766
Anthony Blea Y Su Charanga	AR7BPLI1187FB4A306
Jennifer Lopez	AR7C6G11187B9B4C1E
Don Gibson	AR7CCCC1187FB578FF
Tom Barabas	AR7CCS31187B98C531
Tijuana Hercules	AR7CKG21187B9AD40F
The Knife	AR7DBMA1187FB516B1
Juana Molina	AR7DFJP1187B992F13
Rod Bernard	AR7EF9H1187FB4D8A3
Henry Lee Summer	AR7EL201187B9B85D9
The Equals	AR7FDIB1187B99AC5F
J.R. Writer_ Jha Jha	AR7FN5Y1187B99B248
Gus Cannon	AR7G0NH1187FB42E47
Adam Ant	AR7G5I41187FB4CE6C
Jean-Jacques Goldman	AR7GOK91187FB455F5
Between The Buried And Me	AR7GUNF1187B990CCF
Christian adam	AR7GYNZ1187FB44803
Mr. Lif	AR7H21J1187FB40C69
Nicholas	AR7I3G21187B98B4A2
Danny Barnes	AR7ISJJ1187B9B2CD6
bel canto	AR7IYVY1187B9A2648
The Gentle Good	AR7JAMC1187B98BCF3
Gene Clark	AR7JBP41187FB3EA8A
Charlie McCoy	AR7JPF81187B988D23
The Del McCoury Band	AR7KA5V1187FB44E6B
Russell Malone	AR7KKE01187FB3D87B
Lollipop Lust Kill	AR7KQQ91187B98ED7A
Rita Chiarelli	AR7LIU31187B98EF11
Les Bantous De La Capitale	AR7LN7G1187FB395BB
Tyrone Wells	AR7MNIX1187B9A2A68
Sade	AR7N7MI1187FB46935
Charly García	AR7NNKG1187FB4AA1C
Debbie Davies	AR7OCK81187B98D1F1
Henri Pousseur	AR7OEB71187B995A17
The James Taylor Quartet	AR7PPJV1187FB397CC
Plies	AR7Q0O91187FB4DBE7
Amilcar	AR7Q6QB1187B98A864
Groucho Marx	AR7QAHN1187FB35F8B
Loketo	AR7QBU11187B9890B5
Joe Derrane_ Frankie Gavin_ Brian McGrath	AR7QCFK1187B98D320
Göteborgs Symfoniker / Neeme Järvi	AR7QL2911C8A416805
Zuzu Bollin	AR7S48C1187B99711E
Vuneny	AR7S6JV11A348F0C69
John Berry	AR7SF1N1187B9A91D1
Los Manolos	AR7SMBG1187B9B9066
Billy May & His Orchestra	AR7SVRP1187FB55875
Capital Tax	AR7TB3P1187B98E2AE
Leon Russel	AR7TTCH1187FB3F95C
R.L. Burnside	AR7TTS41187B9B42D3
Keep Of Kalessin	AR7U5BZ1187B997FFC
Musical Youth	AR7UBXR1187B9AA0FB
Terry Snyder	AR7UOUK1187B99078C
Frankee	AR7V0DI1187FB524DE
At All Cost	AR7V3VQ1187B9A08AA
Dark new Day	AR7W7Z01187B998286
Wang Chung	AR7WGYZ1187FB3CAB0
Isabelle Adjani	AR7WZ1Y1187B99D10B
Hey Colossus	AR7XK9K1187B9B1864
DMZ	AR7XU1L1187B98D481
Bad Brains	AR7Y6JX1187FB4D9B3
Jean Corti	AR7Y8LR1187B991B6F
Mago de Oz	AR7ZI7Z1187B98BF55
Glad	AR7ZKHQ1187B98DD73
Disembowelment	AR7ZWJK1187FB55EC2
Albert King	AR80BY41187B98DECF
Love Jones	AR80OOA1187B98E726
Alvino Rey And His Orchestra	AR80RBU1187FB3757D
The Bronx Horns	AR80YG31187FB58A13
Stephen Warbeck	AR812NT1187B9A0355
Goldfish	AR813LR1187FB3F83A
The Fire Theft	AR81BPV1187B9AED0E
M	AR828WL1187FB47E81
The Pharcyde / Big Boy / Schmooche Cat / Randy Mack	AR82DJK1187B991107
Mary Black	AR82GTS1187FB5662F
Flickerstick	AR82QSN1187FB41EC9
Cass Fox	AR8360R1187FB47C18
Jean Carignan	AR8365R1187FB5997B
Chris Rodriguez	AR83XLX1187B991E33
Washboard Sam	AR84AQE1187B98AD9C
David Raksin	AR84BEJ1187FB58F65
Wade Ray	AR84SHT1187FB4687A
Precious Bryant	AR858UO1187FB437B4
Benny Spellman	AR85E3Q1187B997BCA
Brooke White	AR85QTQ11A348EFF96
Clarence Fountain	AR86QIW1187B9AD8F0
The Kirkbys	AR879VR1187FB4DC8B
Uriah Heep	AR87K371187FB5AA8E
The Willis Brothers	AR87OXB1187FB39E0B
Diego Verdaguer	AR87ZMN1187B99689C
Loretta Lynn	AR88F5X1187FB3EA17
Olga Tañon	AR898OD1187B9A14BB
Suzanne Ciani	AR89DTT1187B9A7ED5
Todos	AR89GHM1187B9921A3
El Presidente	AR89X161187B9A7581
Champion Jack Dupree	AR8ACFK1187B9B4063
Hellsongs	AR8ANXA1187B98BFC3
The Robert Cray Band	AR8AVU31187FB42175
Julio Iglesias Jr.	AR8AZTM1187FB3FB9C
Rakim	AR8B1WY1187FB38366
Pat Green	AR8B7SK1187FB5322E
Pumpkin Buzzard	AR8BMEQ1187B9B4214
Belle and Sebastian	AR8BUVM1187FB4D94D
Dexys Midnight Runners	AR8CT8U1187FB4D803
Mike Vax	AR8E1KA1187B9A18C3
Gary Hobbs	AR8EDG51187FB41A08
Lizzy Borden	AR8FMEN1187FB4A657
6CycleMind	AR8GEH21187FB4F83E
Bikini Machine	AR8H5LL1187B9AC8F0
Glen Campbell	AR8H87D1187FB3A841
Shai Hulud	AR8HQBB1187B99F7BB
Andrae Crouch	AR8I87E1187FB57E2E
Rance Allen Group	AR8ICFK1187FB5A3A0
Marc Shaiman	AR8IEZO1187B99055E
Elton Britt	AR8IS591187B9981AE
Mel Blanc	AR8IXB41187B9A4EED
Dimitri Tiomkin	AR8J32V1187FB4F874
Red I Flight	AR8J63I119B8668504
Vince Taylor	AR8JQ521187FB491AA
JDS	AR8JSAL1187FB3CE7E
Go Fish	AR8K6F31187B99C2BC
Sulk	AR8K7ET1187B997ABC
Brigada Victor Jara	AR8KUS11187B98C991
Bruno Sanfilippo	AR8L3QV1187FB4C0BB
Greis	AR8LC1V1187B999F9B
C.C. Adcock	AR8LD3R1187FB4D08F
Brooke Valentine	AR8LMZM1187B9A8160
Motograter	AR8M6LC1187B998D48
Bobby Valentin	AR8OA0X1187FB4FE50
Gunther & the Sunshine Girls	AR8OSA91187B9B9BA2
A Perfect Murder	AR8PL5L1187FB37A10
T-Bone Walker	AR8Q4RZ1187FB46BDC
Leo Ku	AR8QHU51187B9A3341
Oztara	AR8QW7Y119B866993A
André Blot	AR8R2KI11C8A415967
The Roots	AR8RXRI1187FB4104B
Shy FX & T Power	AR8S3OI1187B9B92E4
Total Fucking Destruction	AR8SBT41187B9A5FD9
Ten Years After	AR8SRQ31187FB4D477
Bruford	AR8T56O1187FB51C41
Piero Umiliani	AR8TCLH1187B9A85E4
Mithotyn	AR8TLVX1187B9B2D7D
Tim Exile	AR8U8G41187B9A833B
Étienne Daho	AR8UA7Z1187B9AD9C9
The White Stripes	AR8V1WA1187B9AD9E9
Chris Jagger	AR8VUUR1187B9A518B
Kevin Burke	AR8VZW31187B9B7217
Alex Theory	AR8W2DS1187B9B6E36
The Germs	AR8W8DN1187FB35ED0
Dee Clark	AR8WHEJ1187B98CDCA
Mystic Rhythms Band	AR8WHID1187FB549B1
J. Karjalainen & Mustat Lasit	AR8WVQY1187FB3FA10
Jerry Butler	AR8XG9J1187FB418C1
Montrose	AR8YUQT1187FB531D0
Mix Mob	AR8YV0M1187B99F3E8
Rory Block	AR8YV1I1187FB45D2B
Planet P Project	AR8ZCNI1187B9A069B
Monty Are I	AR8ZHWS1187B98CED1
Goldfinger	AR8ZQ9T1187FB56FE5
James Scott Skinner	AR8ZTV41187FB3F311
TRAM 11	AR90QN41187B9ABCD2
Caramell	AR90X8J1187B995250
Meiway	AR90Z4C1187B98A260
Orquesta America	AR91BST1187B98F9A8
Bruce Springsteen	AR91C8S1187B990901
Frost	AR91DZT1187FB4C599
Roger Miller	AR91GW21187FB4F642
Los Abuelos De La Nada	AR937CC1187B99B9B9
J.J. Cale	AR93D4D1187FB3ACAD
Black Debbath	AR93K7R1187B9AC92A
Mance Lipscomb	AR93RTI1187B98ECFB
Cassie	AR93WAA1187FB42116
Turibio Santos	AR94U5D1187B995563
Pedro Luis e a Parede	AR95CRV1187B9AFD6D
Anita Kerr	AR95F611187B99CE1C
Joi	AR95QS71187FB3F49A
Paul Simon	AR966X21187B9AC463
Nicolas Bacchus	AR9696A1187FB550A1
Outerspace	AR9788H1187B9A05D1
Blind Blake & The Royal Victoria Hotel Calypsos	AR97EHA1187B98AD5F
The Harvey Averne Dozen	AR97HAK1187B99C7D2
Deep Blue Something	AR97V5X1187FB4AE98
Arco Iris	AR99OWM11C8A4149FD
fIREHOSE	AR9A5TK1187B9AD07F
Inspiral Carpets	AR9AM2N1187B9AD2F1
Scott Wesley Brown	AR9AN471187B99E0DA
Kenny G featuring Daryl Hall	AR9AWNF1187B9AB0B4
Richard Hell & The Voidoids	AR9B5JX1187FB55D84
System of a Down	AR9C8IE1187B9ACC99
J. Peter Robinson	AR9CYE51187FB44F66
ColdWorld	AR9DO2O1187FB53637
Anneli Drecker	AR9E0A21187B989609
Steve Chou	AR9E43L1187FB566FA
Jan Howard	AR9EZGO1187B9A401F
Gordon MacRae	AR9F71I1187FB46CAF
Semprini	AR9FEO71187FB5981F
Las Niñas	AR9G2A41187B99951A
Mylon LeFevre	AR9GQKV1187FB52E44
Red Foley	AR9HABI1187FB3ACAA
Mei Chi Chiang	AR9HNKW1187FB57EC6
Orlando Pops Orchestra	AR9HQ6Y1187FB3C2CB
Harry Connick_ Jr.	AR9I1L41187FB37F0E
Gabriel Yared	AR9ILJF1187B9B80ED
Tanya Chua	AR9JJ761187B9AF496
Danny Williams	AR9JLBU1187B9AAEC4
Gal Costa	AR9JNFU1187B9B9868
Cassius Clay	AR9K6SJ1187B989A32
Willie Rosario	AR9KWJK1187FB4A531
Sean Kingston	AR9LJ9D1187FB4303D
Darden Smith	AR9LT7R1187FB4543A
Abbott & Chambers	AR9M9XY1187B98B2F8
La Charanga Rubalcaba	AR9MRSJ1187B99B99F
Hunters	AR9N3N31187B9B87CC
The Raconteurs	AR9NA5G1187B98F460
Life Long Tragedy	AR9NAVM1187FB51B69
Aisha Duo	AR9O0LF1187B99D0D1
The Strokes	AR9O98A1187FB39621
Organized Konfusion	AR9ODB41187FB459B2
Bob Wills	AR9OLFX1187B9A5762
Pete Rock & C.L. Smooth	AR9OMFE1187FB3BB54
D.A.D.	AR9OTFC11C8A415220
Soilent Green	AR9Q3LP1187FB3D647
John Legend [feat. Buju Banton]	AR9RTS51187B996CC8
Trentemoller	AR9S8551187FB3EA81
Cal Tjader	AR9ST641187B99B4DE
Easy Star All-Stars	AR9SU0S1187FB53D0F
Cherish The Ladies	AR9SYAF1187FB43BD5
Brent Lamb	AR9UPVA1187FB51260
Ivan Parker	AR9UT8H1187B9AF504
Caspa	AR9VEMN1187FB4D75B
To My Surprise	AR9VI9M1187FB410CC
Phil Collins	AR9W3X91187FB3994C
Lara & Reyes	AR9XDAA1187B99768F
Borialis	AR9XEVF1187B99D017
The Mystic Moods Orchestra	AR9XPQF1187FB5A693
Spectra Soul	AR9XZPA1187B9AC7D4
Dobet Gnahoré	AR9YI7H1187B9960E3
James Darren	AR9YQN31187FB45B34
The Clark Sisters	AR9YS621187FB5AC07
Marco Beltrami	AR9YV621187B99373E
Dinosaur Jr.	AR9YWMS1187FB43A34
Dixieland Jug Blowers	ARA03M61187B996945
2-4 Grooves feat. Reki D.	ARA0H5U1187FB47949
Dub Wiser	ARA0JEL1187B998FA3
John Brown	ARA0YAE1187B9B1D16
Silent Stream Of Godless Elegy	ARA1EK21187B9A2FB7
The Misfits	ARA1UU51187FB5A70B
Bukue One	ARA26TC1187B9B8505
The Kitchen	ARA2CR31187FB36A39
The Wilburns	ARA2GMZ1187B98CB13
This Moment	ARA2ZTN1187B98E3ED
Barbarito Diez	ARA373P1187B9A74C7
Blink-182	ARA3I0J1187FB57869
Hinge	ARA3O2C1187B989063
Shelby Lynne	ARA3VJJ1187FB3F5A6
Pale Forest	ARA3XRR1187B9984EF
Roger Sanchez	ARA65601187FB57BD9
Modeselektor	ARA6BH81187B98F3AF
Refractory	ARA6H4G1187B99E2F2
Dan Hicks	ARA6QLT1187FB4CB89
Snowgoons	ARA7EEC1187FB4C392
Don Campbell	ARA7LD41187FB4DC0C
GG Allin	ARA7WV51187FB532B0
Patsy Cline	ARA7YDA1187B9A5776
Charlie Haden & Chris Anderson	ARA82JG1187FB36131
Eason Chan	ARA8DDQ1187B9AE3A0
Professor Longhair	ARA8O8L1187B9AD61D
Aphasia	ARA8X3M1187B9A13CA
Daler Mehndi	ARAA1VM1187B994013
Bodies In the Gears of the Apparatus	ARAA88L1187B9A29C1
Bullethole	ARAALFJ11F4C83DD40
Guaco	ARAAP251187B99DDE0
Larytta	ARABDBR11E2835EADC
STEVE CAMP	ARABFU01187FB46712
France D' Amour	ARABS971187B9A8509
Gorki	ARABTW91187FB3A73B
Dottie Rambo_ The Whites	ARADC5W1187B993322
Crusaders	ARADCSF11F4C8416CD
Francisco Céspedes	ARADF5Q1187B98DAE7
Timbalada	ARAENPX1187B990DDA
Toni Braxton	ARAEX7Y1187FB42D36
Bellatrax feat. Tina Cousins	ARAEXD61187B9B7543
Williamson	ARAFRFP1187FB4230B
Ben Sidran	ARAG1DX1187B98BB10
Pucho & His Latin Soul Brothers	ARAGB2O1187FB3A161
Myrick "Freeze" Guillory	ARAGMIV11F4C843F78
Bill Laswell	ARAH4TU1187FB51D28
Mind Furniture	ARAHILU122988FD7D1
Maysa	ARAHQDS1187FB55275
Catupecu Machu	ARAI2ZO1187B9A0536
Brainchoke	ARAI3SX1187B9A3A9A
Seal	ARAIABB1187B9AC6E2
Café Quijano	ARAIJG51187B9B97A4
Punk'd Royal	ARAILOU1241B9CA8CD
Jimmy Johnson	ARAJ5XN1187B9B578B
The Shangri-Las	ARAJPHH1187FB5566A
Sal Mineo	ARAJRG51187B9B4BEF
Jeff Massanari Trio	ARAJTHO11F50C4B80F
The Stems	ARAK3HK1187FB51B38
George Michael	ARAKARO1187B9A1EB6
Bob Cheevers	ARAKX8D1187B98CCE2
Rubyhorse	ARALEAC1187B9902A8
The Shirelles	ARALP6I1187B989E27
Christos Kedras	ARALUOY122988FD079
Irma Thomas	ARALUUG1187FB58696
Fiona Sit	ARAMB6Q1187B99DE68
Afrob feat. Sarah	ARAMCAZ1187B9AB6F5
Alejandro Lerner	ARAMIDF1187FB3D8D4
The Almost	ARAN38V1187FB4C4EE
Del Horno	ARANBAI1257509CF4E
Wild Horses	ARANDRM1187B98B446
Toots & The Maytals	ARANIJI11F4C83EFD2
Descendents	ARANOZN1187B9B373E
My Little Airport	ARAO0RA1187FB587F2
Magnatune Compilation	ARAO9JK1187FB3D213
Dwight Twilley	ARAOADX1187B98AED3
Autonomous Bass Heads	ARAOAHG1241B9C8D9B
Johnny Winter	ARAOBIZ1187FB38574
Laura Mikkola	ARAOJ681187B9AAB76
Darcelys	ARAOLGH12592CDA7AA
Percy Mayfield	ARAOPEF1187B995099
Randy Travis	ARAPH9U1187B9B34F0
John Michael Talbot	ARAPI451187B9B6E6F
Robin Fox	ARAPLFD1187B98DABD
Ginny Owens	ARAQOK81187B98DD4A
Flávio José	ARAR4YH1187B98BF2A
Alfredo Gutiérrez	ARARFT81187FB41EEA
Buddy Jewell	ARASJQK1187FB5B9D1
Rhian Lois	ARASOUV1241B9C975C
Bizarre Inc	ARASSX21187FB528B7
Felix Slatkin/Concert Arts Symphonic Band	ARASWKT1187B9923B7
Whitesnake	ARASYMJ1187B9ACAF2
YZ	ARATH401187B98A7DE
Dead To Me	ARATR0U1187B9B76D0
Smiley	ARAU2Q51187FB50D4C
J Bostron & Beretta	ARAUFKZ1242077FBD1
ISRAEL & NEW BREED	ARAUQAL1187FB5B374
Demonbreed	ARAVEKH1269FCD294D
Don & Juan	ARAVPU21187B993957
Chico Hamilton	ARAVS1S1187FB4C519
Mac Dre	ARAVWPR1187FB4736D
Casey Bill Weldon	ARAWBUP1187B9B93FC
(hed) p.e.	ARAWNNA1241B9C726F
Gorillaz	ARAXU5Z1187B98FECD
Kuldeep Paras	ARAXVPF1241B9C9684
Webb Wilder	ARAZ59E1187B98BF6D
Bob Marley	ARAZCWP129462A97F1
Gerard Lenorman	ARAZF6G1187FB5A0C1
Memphis Sheiks	ARAZYBE1187FB38BC1
Santana	ARB054P1187B9AD32E
Seamus Egan	ARB06Z71187B99049A
Lily Holbrook	ARB0OOC1187B98B2C4
Grachan Moncur III	ARB0T441187FB3B064
Samy Deluxe	ARB0WNP1187B9AC4AB
45 Grave	ARB1CNO1187FB4CE93
Carl Smith	ARB1KC91187FB38B13
Leroy Van Dyke	ARB1LM61187FB4DDF4
Terry Callier	ARB29H41187B98F0EF
The Sugarhill Gang	ARB2M051187FB56FA9
The MC5	ARB336A1187B9A4583
Tomorrow	ARB3YS71187FB4E54E
DeGarmo & Key	ARB45GQ1187B98D2B4
Saafir	ARB4D891187B9954F7
Junior Reid	ARB4ROA1187B9ACAEC
Dark Fortress	ARB4ZRM1187B993147
Carlos Ponce	ARB5S4L1187FB4AD20
Finntroll	ARB5TJM1187B9A71FD
Johnny Otis Show	ARB5U6G1187B9A994C
Caballo Dorado	ARB6B5K1187FB36017
M83	ARB6OGR1187FB4D43D
George Nooks	ARB78VW1187B98F81C
Ashton Shepherd	ARB8H82119B34032E1
Steve Harvey	ARB8KZ11187B9A21ED
Cirrus	ARB90161187B98CDFE
Steve Smith	ARB9WJ11187B98BF17
Controlled Dissonance	ARBAGAS11F4C8461F0
Sugarman Three	ARBAUDK1187FB3BD7F
Natasha Bedingfield	ARBAW9R1187B98FB6B
Bill & Gloria Gaither	ARBB58Y1187B9B621B
The Fever	ARBBBLV1187FB57B70
089 Clique feat. Minnesota Snipe & Skinny Cueball	ARBBFSA122ECCBD070
Busta Rhymes	ARBCUNV1187B98A9FB
Scar Symmetry	ARBD4QW1187FB42153
The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith	ARBE5BJ1187B98BCFD
Joell Ortiz	ARBE9XH1187B9A826F
Tom Petty And The Heartbreakers	ARBEBBY1187B9B43DB
Madonna	ARBEOHF1187B9B044D
Jay Randall	ARBEZ581187B9A4B4B
Brian Eno And David Byrne	ARBFCK11187FB4C89B
The Fabulous Thunderbirds	ARBFDJW1187B9AD27A
The Velvet Underground	ARBFQ7L1187B9ACD48
Xmilk	ARBGJLS11F4C83D4B9
Josh Mullins	ARBGVEC1272BA8350B
Savage Garden	ARBGWMW1187B9AEA3E
Steel Rain	ARBGXIG122988F409D
Sir Neville Marriner	ARBH0MS1187FB36311
Jonny Lang	ARBHBE91187B9A1F58
The Steeles	ARBHPBX1187FB47102
Josie	ARBINER1187B994686
Tony Danza Tap Dance Extravaganza_ The	ARBIPSC1187FB522FE
The Dee Jays	ARBIXZL12086C11573
Kitty Kallen	ARBJC9U1187B9A70AC
Dave Rave_ Mark McCarron	ARBJFXO122C8677DF0
Jay & The Americans	ARBJI5N1187FB400D0
Soda Stereo	ARBJSO81187B9BA09B
Claw Hammer	ARBKEA91187B98CE1F
Dakis	ARBKMHZ11F4C843491
Howard Armstrong	ARBKUS51187B98A3AC
Judy Mowatt	ARBLIP81187B98BE0C
Natalie Cole	ARBM4TC1187FB5CE98
James Horner	ARBM57Q1187B9AF97C
Hushabye Baby	ARBMHBC11F4C8403A2
Daddy Yankee / Bounty Killer	ARBNXYA1187FB51C50
Cool Connection	ARBNYIE12802FDE477
MxPx	ARBOG0H1187B99F775
Rudolph Valentino	ARBON001187B99BAD8
The Skabs	ARBPRDX1187B9B1CA3
Oak Ridge Boys	ARBPRTL11F4C83CB05
Jude Taylor & His Burning Flames	ARBPXW61187B99D5D9
Vivian	ARBQ5TQ1187B992B8A
Clarence Profit	ARBQ69D1187FB4D62D
Carl Cox Vs Yousef	ARBQBZV1187B99D29E
Kris Kristofferson	ARBQPXY1187B98D67B
The Flesh	ARBR7II1187B9B821E
T.I.	ARBS1OC1187FB44CAF
Antonio Koudele	ARBSAVH1241B9CA637
Lincoln Center Jazz Orchestra	ARBTD2Y1187B9B3EA5
The Last	ARBTNN91187B9ADD5D
Clarence "Gatemouth" Brown	ARBU6D71187B9B5319
Bobby Vee	ARBUHDB1187FB3E72C
Messy Marv featuring Clover Geez	ARBUOMY1187B99F2EB
Oasis	ARBUOOR1187B997391
Len Barry	ARBV2AK1187FB5BA33
Esa Pakarinen	ARBV8MP1187B9B60B1
Eyehategod	ARBVHDI1187FB436DF
Fajardo	ARBVUUG11F50C48750
The Weegs	ARBWFER11C8A42BA94
Zebra	ARBX0VO1187B98A412
Bill Douglas	ARBXBQR1187FB56FA5
Avril - Remix By Ana Rago	ARBXIDR1187B9AB77E
Ismael Dueñas	ARBXODO1241B9C6C6F
Gene Simmons	ARBXVFV1187B99AA63
Naseebo Lal	ARBY23A1187B9A82E4
Faking David	ARBYBBY11F4C8458A8
Sam Baker	ARBYFR71187B99A2A4
Bob Margolin	ARBZAIL1187FB5B1C8
Aaron Watson	ARBZHTB1187FB3A725
Toots Thielemans	ARC0MTS1187FB44C21
Nick Colionne	ARC0NOU1187B9AA91D
Hurricane	ARC15471187FB4640C
Amil	ARC18161187FB4CF4B
Laurie Berkner	ARC1CJB1187B99FCA4
El Poder del Norte	ARC1E3F1187B9B9902
Bandido	ARC25S11187B993923
Greater Vision	ARC28SN1187B989049
Pete Miser	ARC2BFH1187B98F3C8
Clay Crosse	ARC2HVM1187B98CE05
Major Lazer	ARC39PE1187B9B2C01
Angels	ARC3EZO1187B9B9314
Hawkshaw Hawkins	ARC3JTL1187FB4A1CE
Non Stop DJs	ARC3WPR1187B9A183E
Lil' Romeo	ARC41BF1187B98ECBB
Wayne Watson	ARC43071187B990240
RyanDan	ARC4HSQ1187FB55940
Klimperei	ARC4O5Z1187B9AE91F
Enter the Haggis	ARC5Q0L1187B98D463
Tania Maria	ARC6J781187B98F02B
Hem	ARC6UC81187B989062
Free	ARC70XM1187FB4D5B0
Becoming The Archetype	ARC7C241187B990F7F
Julie Roberts	ARC87OG1187B99F540
Jack Johnson	ARC8CQZ1187B98DECA
Marc Dorsey	ARC8S7S1187B98D50B
Speech	ARC95UW1187B9B9A62
John Travolta / Christopher Walken	ARCACMY11C8A42C870
Erik Tronic	ARCBDKH11F4C8477E9
Major Lance	ARCBYJW1187FB51FD8
Nick Conolly	ARCBZHP11F4C83D8B2
Sabda Brahma	ARCCBWR122BCFCBB85
Paul Glazby	ARCCK7B1187B994F9D
Daan Junior	ARCCNIT12802FDF57B
White Heart	ARCCRTI11F4C845308
Proficy	ARCDCFY122ECCBCC6A
Varios	ARCDLDD11F33E000A4
G.G. Allin	ARCDQRB11F4C844880
ZTrip	ARCDRLI1187FB54D58
Moonface	ARCDSI81187B989BAA
Goose	ARCDXI51187FB57A2E
Rage Against The Machine	ARCE0H01187B9AF741
Fuel	ARCEAJY1187FB4DF61
Alexander O'Neal	ARCEEC91187B9AC4FB
B.A.D.	ARCEOW71187B9A5A71
K-OS	ARCF06I1187B995398
Lightforce	ARCF2WB1187FB54132
The Dirty Skirts	ARCFOZ71187FB43A0D
Akon / Kardinal Offishall	ARCGJ6U1187FB4D01F
Red Stick Ramblers	ARCH7RE1187FB5B1B9
The Ronettes	ARCHKD91187B9A0A42
Ada Jane	ARCHMYZ11EB9C820A9
